id,timestamp_ms,date_local,vehicle,charger,network,location,tag,energy_kwh,time_h,cost,currency,distance_km,distance_mi,eff_kwh_per_100km,eff_km_per_kwh,notes
"c2d84c81-78b7-4389-8b87-b1d5df4ca2ce",1690809000487,"2023-07-31 14:10:00","Nissan Leaf","Home Charger","","Home","Home",11.200000,1.513514,3.136000,"GBP",69.098358,42.935729,16.208779,6.169496,"Overnight home session"
"f6fa11da-7372-45f5-a1fa-f0109d54e6e5",1690112400487,"2023-07-23 12:40:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",16.800000,0.140000,11.592000,"GBP",116.240340,72.228399,14.452814,6.919068,"Road trip top-up"
"a509b5c4-1913-4cac-bc13-86063e5f4d13",1689600000487,"2023-07-17 14:20:00","Nissan Leaf","Workplace Bay","","Office","Work",13.600000,1.236364,2.992000,"GBP",96.765531,60.127313,14.054591,7.115113,"Weekday office charging"
"cdfbf7cd-f95c-47d8-9cad-cb364d94c8ae",1692111600487,"2023-08-15 16:00:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",14.000000,0.636364,6.300000,"GBP",76.861373,47.759443,18.214611,5.490098,"Shopping stop"
"c60bd730-b62a-4d03-8bc4-828be4a7bdc6",1692459600487,"2023-08-19 16:40:00","Nissan Leaf","Home Charger","","Home","Home",10.000000,1.351351,2.800000,"GBP",51.404733,31.941420,19.453462,5.140473,"Overnight home session"
"5e5a27d1-bdd0-47a4-9caa-e3f41dfa1b83",1692712800487,"2023-08-22 15:00:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.800000,0.763636,7.560000,"GBP",88.704175,55.118219,18.939357,5.28001,"Shopping stop"
"0066cdfd-7f8a-4930-854d-24abed434655",1694802600487,"2023-09-15 19:30:00","Nissan Leaf","Home Charger","","Home","Home",14.800000,2.000000,4.144000,"GBP",87.304456,54.248474,16.95217,5.89895,"Overnight home session"
"920176c3-e380-4736-9899-e0475e59d5a0",1696100400488,"2023-09-30 20:00:00","Nissan Leaf","Home Charger","","Home","Home",14.000000,1.891892,3.920000,"GBP",82.460279,51.238442,16.977871,5.89002,"Overnight home session"
"45f430a4-0ae7-47c3-ae0c-ac561271abe5",1694284800488,"2023-09-09 19:40:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",12.400000,0.563636,5.580000,"GBP",55.463929,34.463688,22.356873,4.472898,"Shopping stop"
"b0b6e3c0-b905-4cf7-8940-78837d37b748",1695794400488,"2023-09-27 07:00:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",10.800000,0.490909,4.860000,"GBP",71.898315,44.675542,15.021214,6.657251,"Shopping stop"
"a74bf323-1029-49ef-ac75-366baf639db1",1696827600488,"2023-10-09 06:00:00","Nissan Leaf","Home Charger","","Home","Home",16.800000,2.270270,4.704000,"GBP",77.074655,47.891970,21.797049,4.587777,"Overnight home session"
"246fabe6-fe7b-4fc2-be7c-d3ba52c76f7c",1698060000488,"2023-10-23 12:20:00","Nissan Leaf","Workplace Bay","","Office","Work",8.400000,0.763636,1.848000,"GBP",57.790128,35.909121,14.535355,6.879777,"Weekday office charging"
"60f6d8c8-968e-4fb6-a67d-13391b231522",1697103600488,"2023-10-12 10:40:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",10.000000,0.083333,6.900000,"GBP",47.063141,29.243680,21.248051,4.706314,"Road trip top-up"
"6d14dbbe-2099-4e4c-960b-4064c3f39028",1697308200488,"2023-10-14 19:30:00","Nissan Leaf","Workplace Bay","","Office","Work",18.000000,1.636364,3.960000,"GBP",121.247931,75.339971,14.845614,6.735996,"Weekday office charging"
"7ef06e77-6271-4e7a-9bc2-78b6ced628f7",1699524600488,"2023-11-09 10:10:00","Nissan Leaf","Workplace Bay","","Office","Work",9.600000,0.872727,2.112000,"GBP",43.308332,26.910550,22.166635,4.511285,"Weekday office charging"
"38cc88af-ea40-45e3-a727-07f604fbef5e",1700817600488,"2023-11-24 09:20:00","Nissan Leaf","Home Charger","","Home","Home",9.600000,1.297297,2.688000,"GBP",47.919548,29.775827,20.033578,4.99162,"Overnight home session"
"7c7168d4-a79a-4317-8adc-8fc9cb06f1ab",1699821600488,"2023-11-12 20:40:00","Nissan Leaf","Workplace Bay","","Office","Work",8.000000,0.727273,1.760000,"GBP",54.561833,33.903151,14.662264,6.820229,"Weekday office charging"
"2ffe724a-6e07-4551-a30e-3798801dc31d",1704043200488,"2023-12-31 17:20:00","Nissan Leaf","Home Charger","","Home","Home",19.600000,2.648649,5.488000,"GBP",113.637436,70.611029,17.247837,5.797828,"Overnight home session"
"a67cb44d-3aa0-4797-a796-9409c8d7a161",1703187000488,"2023-12-21 19:30:00","Nissan Leaf","Home Charger","","Home","Home",12.400000,1.675676,3.472000,"GBP",55.713438,34.618725,22.256749,4.493019,"Overnight home session"
"e189c00e-85cd-4183-ae1c-bc38cf99a192",1704813000488,"2024-01-09 15:10:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",15.600000,0.130000,10.764000,"GBP",103.058478,64.037569,15.137037,6.606313,"Road trip top-up"
"ca0557eb-4238-4582-8af3-80a09b581e5c",1706173200489,"2024-01-25 09:00:00","Nissan Leaf","Workplace Bay","","Office","Work",15.200000,1.381818,3.344000,"GBP",96.872159,60.193569,15.690783,6.373168,"Weekday office charging"
"daf49161-a4e9-4323-b1d8-d5a50985af3f",1708241400489,"2024-02-18 07:30:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",12.000000,0.100000,8.280000,"GBP",62.794449,39.018662,19.109969,5.232871,"Road trip top-up"
"7e77c4eb-28b5-4385-985c-9af70c7ffdcb",1707940200489,"2024-02-14 19:50:00","Nissan Leaf","Workplace Bay","","Office","Work",16.000000,1.454545,3.520000,"GBP",105.402665,65.494180,15.179882,6.587667,"Weekday office charging"
"4f1a5027-d0dd-47e7-a402-23499b7034e4",1708797600489,"2024-02-24 18:00:00","Nissan Leaf","Workplace Bay","","Office","Work",18.800000,1.709091,4.136000,"GBP",123.448114,76.707102,15.22907,6.566389,"Weekday office charging"
"a33d7416-a73c-4dd4-bd96-7ae956ae4702",1710498600489,"2024-03-15 10:30:00","Nissan Leaf","Home Charger","","Home","Home",21.600000,2.918919,6.048000,"GBP",134.533415,83.595188,16.055491,6.228399,"Overnight home session"
"16b8fb8a-afa4-47ef-b1c6-1a5adb50affd",1711036200489,"2024-03-21 15:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",14.800000,0.672727,6.660000,"GBP",73.190451,45.478438,20.221217,4.945301,"Shopping stop"
"862f1c1f-ac3d-4360-83db-0084ff2b61a4",1711227000489,"2024-03-23 20:50:00","Nissan Leaf","Home Charger","","Home","Home",18.800000,2.540541,5.264000,"GBP",95.865172,59.567856,19.610876,5.099211,"Overnight home session"
"1f2a97e9-a87d-48b3-a995-8055ee4f50a6",1709981400489,"2024-03-09 10:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",8.400000,0.070000,5.796000,"GBP",38.525208,23.938454,21.803906,4.586334,"Road trip top-up"
"77c367ad-b48c-4ac8-94a1-2ef301764b9d",1712595600489,"2024-04-08 18:00:00","Nissan Leaf","Workplace Bay","","Office","Work",18.400000,1.672727,4.048000,"GBP",93.427205,58.052974,19.694478,5.077565,"Weekday office charging"
"3564818a-f9a2-453e-a914-2a6b7263ba03",1713417600489,"2024-04-18 06:20:00","Nissan Leaf","Home Charger","","Home","Home",19.600000,2.648649,5.488000,"GBP",103.730666,64.455248,18.895087,5.292381,"Overnight home session"
"d7466837-efbb-44d5-af6f-73eb8828fe61",1716147600489,"2024-05-19 20:40:00","Nissan Leaf","Home Charger","","Home","Home",10.000000,1.351351,2.800000,"GBP",54.707400,33.993602,18.279063,5.47074,"Overnight home session"
"984c6fa5-a31d-45b6-bc76-e4645d0858cd",1717165800490,"2024-05-31 15:30:00","Nissan Leaf","Home Charger","","Home","Home",10.400000,1.405405,2.912000,"GBP",68.213326,42.385796,15.246288,6.558974,"Overnight home session"
"4ad0d86d-eb6e-4b61-946f-8aa162ff6f48",1719592200490,"2024-06-28 17:30:00","Nissan Leaf","Home Charger","","Home","Home",13.200000,1.783784,3.696000,"GBP",89.551937,55.644994,14.74005,6.784238,"Overnight home session"
"569b4efa-9595-4590-8076-ea0c2b1a4e0f",1719736200490,"2024-06-30 09:30:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",13.200000,0.600000,5.940000,"GBP",67.407259,41.884929,19.582461,5.106611,"Shopping stop"
"59a3a7c3-097e-4e8b-950f-c3ffc83662f5",1719133200490,"2024-06-23 10:00:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",16.000000,0.133333,11.040000,"GBP",80.196545,49.831823,19.950984,5.012284,"Road trip top-up"
"b53ae24b-bf3c-4d17-a595-1733bd113cda",1717956000490,"2024-06-09 19:00:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.400000,0.745455,7.380000,"GBP",95.509598,59.346913,17.171049,5.823756,"Shopping stop"
"7c1f7d4d-d6c1-4fe1-b002-f5369f2474ea",1720350600490,"2024-07-07 12:10:00","Nissan Leaf","Workplace Bay","","Office","Work",8.800000,0.800000,1.936000,"GBP",47.800169,29.701648,18.409977,5.431837,"Weekday office charging"
"f6a4885b-909b-4a53-9c16-c3210773e28a",1720623000490,"2024-07-10 15:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",18.800000,0.854545,8.460000,"GBP",108.963723,67.706918,17.253449,5.795943,"Shopping stop"
"c489ed24-fa8a-4935-8608-07e4d1b4567c",1722181200490,"2024-07-28 16:40:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",17.600000,0.800000,7.920000,"GBP",90.161077,56.023496,19.520619,5.122788,"Shopping stop"
"550b0e63-e281-49d4-9026-4766021c70f3",1721034000490,"2024-07-15 10:00:00","Nissan Leaf","Workplace Bay","","Office","Work",18.000000,1.636364,3.960000,"GBP",123.745226,76.891719,14.546016,6.874735,"Weekday office charging"
"e88927de-43d8-455e-9a70-dbb614a5efb9",1724332200490,"2024-08-22 14:10:00","Nissan Leaf","Home Charger","","Home","Home",8.000000,1.081081,2.240000,"GBP",38.441992,23.886746,20.810576,4.805249,"Overnight home session"
"a8083c0e-85b1-4e62-9492-329f367417e3",1722865200490,"2024-08-05 14:40:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",12.800000,0.581818,5.760000,"GBP",71.420228,44.378472,17.922093,5.579705,"Shopping stop"
"c7d52196-2907-4f13-aaea-aeb2694a8fe7",1724944800490,"2024-08-29 16:20:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",18.400000,0.836364,8.280000,"GBP",92.725293,57.616826,19.843561,5.039418,"Shopping stop"
"d449b2a8-2924-4d0f-a76a-ef9bc67165c9",1725608400490,"2024-09-06 08:40:00","Nissan Leaf","Home Charger","","Home","Home",18.400000,2.486486,5.152000,"GBP",89.173969,55.410135,20.633824,4.846411,"Overnight home session"
"54e6a1a6-c157-40ab-b543-e70e576b6806",1726051800490,"2024-09-11 11:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",19.600000,0.890909,8.820000,"GBP",108.761806,67.581453,18.021032,5.549072,"Shopping stop"
"6d191a57-11d3-4dbf-b48d-17225d9549ed",1729020000491,"2024-10-15 20:20:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",16.000000,0.133333,11.040000,"GBP",113.473426,70.509118,14.100218,7.092089,"Road trip top-up"
"384d5063-f10e-4fd4-af45-e1e9cd791c42",1730293800491,"2024-10-30 13:10:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",12.800000,0.106667,8.832000,"GBP",93.635163,58.182193,13.670078,7.315247,"Road trip top-up"
"6bd83a1e-0777-4e13-8539-af36014ec355",1728845400491,"2024-10-13 19:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",16.800000,0.140000,11.592000,"GBP",76.518559,47.546428,21.955458,4.554676,"Road trip top-up"
"64d8296b-244b-496a-94ad-c1242f16dc5e",1729419000491,"2024-10-20 11:10:00","Nissan Leaf","Home Charger","","Home","Home",20.800000,2.810811,5.824000,"GBP",109.867306,68.268379,18.931929,5.282082,"Overnight home session"
"d23cf104-401a-4e64-9d7f-6a35703f5233",1732523400491,"2024-11-25 08:30:00","Nissan Leaf","Home Charger","","Home","Home",18.800000,2.540541,5.264000,"GBP",98.074284,60.940535,19.169143,5.216717,"Overnight home session"
"7f708541-d7d1-4db9-a93a-ca84479fd73b",1731148800491,"2024-11-09 10:40:00","Nissan Leaf","Home Charger","","Home","Home",11.600000,1.567568,3.248000,"GBP",54.293668,33.736521,21.365291,4.680489,"Overnight home session"
"761f6b56-bc0f-4977-93d3-181734c48a77",1731343200491,"2024-11-11 16:40:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",12.800000,0.581818,5.760000,"GBP",53.234487,33.078377,24.044563,4.158944,"Shopping stop"
"352b3ade-1632-402c-9e7e-5fc2bf44d220",1732284600491,"2024-11-22 14:10:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",19.600000,0.890909,8.820000,"GBP",118.977815,73.929387,16.473659,6.070297,"Shopping stop"
"1e042e97-6cf4-4858-9170-e609e001ea75",1734706800491,"2024-12-20 15:00:00","Nissan Leaf","Workplace Bay","","Office","Work",9.200000,0.836364,2.024000,"GBP",41.641713,25.874961,22.093231,4.526273,"Weekday office charging"
"3cea0848-b127-4f0c-a4e2-9fa0fa2ed807",1734377400491,"2024-12-16 19:30:00","Nissan Leaf","Workplace Bay","","Office","Work",8.800000,0.800000,1.936000,"GBP",51.660745,32.100499,17.03421,5.870539,"Weekday office charging"
"e8d0d76a-62fe-4eed-a90f-6d8b31b87068",1737791400491,"2025-01-25 07:50:00","Nissan Leaf","Workplace Bay","","Office","Work",8.000000,0.727273,1.760000,"GBP",39.694881,24.665256,20.153732,4.96186,"Weekday office charging"
"cbad5be5-abd6-43a6-b9db-8f916dd1446f",1735755600491,"2025-01-01 18:20:00","Nissan Leaf","Workplace Bay","","Office","Work",9.200000,0.836364,2.024000,"GBP",44.521657,27.664475,20.664101,4.839311,"Weekday office charging"
"2a4759ed-e3ed-404c-b180-022137ba3cc6",1736799000491,"2025-01-13 20:10:00","Nissan Leaf","Workplace Bay","","Office","Work",10.000000,0.909091,2.200000,"GBP",42.457918,26.382127,23.552733,4.245792,"Weekday office charging"
"0a20b976-08cf-4dc7-9f10-39278f8de863",1740122400491,"2025-02-21 07:20:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",11.200000,0.509091,5.040000,"GBP",57.610663,35.797606,19.440846,5.143809,"Shopping stop"
"82a08761-58ff-4fe3-b2c6-e0248c557c41",1739301600492,"2025-02-11 19:20:00","Nissan Leaf","Workplace Bay","","Office","Work",8.800000,0.800000,1.936000,"GBP",36.915359,22.938141,23.838316,4.194927,"Weekday office charging"
"2d99ab89-c953-4799-a75f-9e6e067acd4d",1740483000492,"2025-02-25 11:30:00","Nissan Leaf","Workplace Bay","","Office","Work",13.200000,1.200000,2.904000,"GBP",63.990003,39.761544,20.628222,4.847728,"Weekday office charging"
"25e6b182-4fd7-49cd-8f35-bc95bdeb1bca",1738747800492,"2025-02-05 09:30:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",11.600000,0.096667,8.004000,"GBP",71.064118,44.157196,16.323287,6.126217,"Road trip top-up"
"0faabed3-ca2b-4e08-b2ff-8c083b951139",1741697400492,"2025-03-11 12:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",8.400000,0.070000,5.796000,"GBP",57.113342,35.488585,14.707597,6.799207,"Road trip top-up"
"a8ac5844-58e8-497a-8891-1f5bc1d41f80",1743438000492,"2025-03-31 17:20:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",18.000000,0.150000,12.420000,"GBP",105.560476,65.592239,17.051837,5.864471,"Road trip top-up"
"367a90a2-ef4b-49c2-9eea-8faefd65b8ab",1741984200492,"2025-03-14 20:30:00","Nissan Leaf","Home Charger","","Home","Home",13.200000,1.783784,3.696000,"GBP",87.238047,54.207209,15.131013,6.608943,"Overnight home session"
"5e6ced64-d409-4d5f-af98-fba4105d233d",1741187400492,"2025-03-05 15:10:00","Nissan Leaf","Workplace Bay","","Office","Work",15.200000,1.381818,3.344000,"GBP",103.832267,64.518380,14.638995,6.83107,"Weekday office charging"
"7e1835a5-d0ba-4fa7-9667-7776f67d05e2",1745263200492,"2025-04-21 20:20:00","Nissan Leaf","Workplace Bay","","Office","Work",16.400000,1.490909,3.608000,"GBP",117.974707,73.306084,13.901285,7.19358,"Weekday office charging"
"9f481414-6ae6-4c92-b59f-7e1dea59246c",1744294800492,"2025-04-10 15:20:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",8.800000,0.073333,6.072000,"GBP",58.868402,36.579129,14.948597,6.689591,"Road trip top-up"
"e572c49c-0b17-453c-8ba1-19bb8271df1c",1743745800492,"2025-04-04 06:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.400000,0.745455,7.380000,"GBP",101.351642,62.976991,16.181287,6.179978,"Shopping stop"
"8b0b4fae-facd-4e6d-a38b-065d4b1d6f3e",1743512400492,"2025-04-01 14:00:00","Nissan Leaf","Home Charger","","Home","Home",8.400000,1.135135,2.352000,"GBP",56.729424,35.250030,14.807131,6.753503,"Overnight home session"
"753f29f3-2d00-422f-90b8-7952b163321e",1746276000492,"2025-05-03 13:40:00","Nissan Leaf","Home Charger","","Home","Home",8.800000,1.189189,2.464000,"GBP",48.233685,29.971022,18.244511,5.481101,"Overnight home session"
"03489ccf-1002-4532-b09f-b00376c88fcc",1748411400492,"2025-05-28 06:50:00","Nissan Leaf","Workplace Bay","","Office","Work",14.800000,1.345455,3.256000,"GBP",104.984694,65.234464,14.097293,7.09356,"Weekday office charging"
"550abbf3-23b5-4ffa-a9fd-36fc72b639d4",1746802800493,"2025-05-09 16:00:00","Nissan Leaf","Workplace Bay","","Office","Work",12.800000,1.163636,2.816000,"GBP",64.497203,40.076704,19.845822,5.038844,"Weekday office charging"
"ecaa857d-8be0-4192-af7d-d038ade79c3d",1750708200493,"2025-06-23 20:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",17.600000,0.146667,12.144000,"GBP",91.823374,57.056399,19.167233,5.217237,"Road trip top-up"
"9bff3e93-8a52-407d-86af-ba9cbbafa163",1749129600493,"2025-06-05 14:20:00","Nissan Leaf","Workplace Bay","","Office","Work",18.800000,1.709091,4.136000,"GBP",134.174328,83.372062,14.011622,7.136932,"Weekday office charging"
"6579e7c1-821a-4b24-bf60-41f7cb39a20d",1751001600493,"2025-06-27 06:20:00","Nissan Leaf","Home Charger","","Home","Home",18.000000,2.432432,5.040000,"GBP",127.587164,79.278988,14.108002,7.088176,"Overnight home session"
"f5c7dc0c-3f6d-4847-bde5-344dd7306e01",1752922200493,"2025-07-19 11:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",11.600000,0.096667,8.004000,"GBP",68.360748,42.477399,16.968802,5.893168,"Road trip top-up"
"af4a2d7d-e5a3-4cbc-94d9-e8c48eea353c",1753204200493,"2025-07-22 18:10:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.400000,0.745455,7.380000,"GBP",110.635469,68.745693,14.823456,6.746065,"Shopping stop"
"e6949ef1-cd64-4ac8-85f5-9a2d5fe05562",1753982400493,"2025-07-31 18:20:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",14.400000,0.654545,6.480000,"GBP",74.137387,46.066837,19.423398,5.14843,"Shopping stop"
"a998cbe0-0850-470d-9cd7-28eed97cda22",1753095000493,"2025-07-21 11:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",12.400000,0.563636,5.580000,"GBP",88.845590,55.206090,13.956799,7.164967,"Shopping stop"
"670beffd-1ae3-43b0-8d7e-4e6bc0ec50e3",1755792000493,"2025-08-21 17:00:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",20.000000,0.166667,13.800000,"GBP",123.245574,76.581249,16.227763,6.162279,"Road trip top-up"
"06e85536-b07f-4ba1-9504-ba8d0d3ed70e",1754744400493,"2025-08-09 14:00:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.000000,0.727273,7.200000,"GBP",92.443908,57.441981,17.307793,5.777744,"Shopping stop"
"45bab768-95da-48b3-9e58-00a8eb3e61a2",1756212600493,"2025-08-26 13:50:00","Nissan Leaf","Home Charger","","Home","Home",8.800000,1.189189,2.464000,"GBP",51.965052,32.289586,16.934458,5.90512,"Overnight home session"
"1ee77344-ade9-4d6b-ac83-c7dd52e0b02e",1754753400493,"2025-08-09 16:30:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.000000,0.727273,7.200000,"GBP",67.281546,41.806814,23.780666,4.205097,"Shopping stop"
"af0250a5-71a6-4ce5-a6d4-091be06dada4",1758483000493,"2025-09-21 20:30:00","Nissan Leaf","Home Charger","","Home","Home",18.000000,2.432432,5.040000,"GBP",103.868781,64.541068,17.329557,5.770488,"Overnight home session"
"517aa9af-6507-47cd-b2a2-002e0e0355a3",1756965000493,"2025-09-04 06:50:00","Nissan Leaf","Workplace Bay","","Office","Work",12.800000,1.163636,2.816000,"GBP",87.256821,54.218875,14.66934,6.816939,"Weekday office charging"
"e8cc48f1-47cb-43d4-8ffe-2115d3424797",1760952000493,"2025-10-20 10:20:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",15.200000,0.126667,10.488000,"GBP",85.839453,53.338163,17.707475,5.647332,"Road trip top-up"
"b45307ca-0b88-4b41-b5d3-c4548966361c",1759765800493,"2025-10-06 16:50:00","Nissan Leaf","Home Charger","","Home","Home",13.600000,1.837838,3.808000,"GBP",77.689581,48.274068,17.505565,5.712469,"Overnight home session"
"897a2120-2375-46a7-919f-44c10dc2121c",1760606400493,"2025-10-16 10:20:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",10.000000,0.454545,4.500000,"GBP",47.707826,29.644269,20.960922,4.770783,"Shopping stop"
"b5b38385-c99b-4271-9d81-05ee7a9b368c",1760122800493,"2025-10-10 20:00:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",12.400000,0.103333,8.556000,"GBP",85.781533,53.302173,14.455326,6.917866,"Road trip top-up"
"7f4553d4-6868-41e7-a9f7-46f363f80d0c",1763568000493,"2025-11-19 16:00:00","Nissan Leaf","Home Charger","","Home","Home",20.000000,2.702703,5.600000,"GBP",131.718826,81.846284,15.183858,6.585941,"Overnight home session"
"aa99f100-b4e0-4443-a98a-8e62bc780bb2",1762281000493,"2025-11-04 18:30:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",10.800000,0.490909,4.860000,"GBP",75.666355,47.016893,14.273187,7.006144,"Shopping stop"
"22ac2567-ffc4-4920-abf0-103bddc431ae",1765300800493,"2025-12-09 17:20:00","Nissan Leaf","Workplace Bay","","Office","Work",15.600000,1.418182,3.432000,"GBP",66.405992,41.262770,23.491856,4.256794,"Weekday office charging"
"44c42222-7b7a-4dc2-a98e-29365b5a8fd1",1766577000494,"2025-12-24 11:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",12.400000,0.103333,8.556000,"GBP",63.216062,39.280640,19.615268,5.09807,"Road trip top-up"
"a2963773-dada-4f5b-91ba-18245fee9d9b",1766652600494,"2025-12-25 08:50:00","Nissan Leaf","Home Charger","","Home","Home",20.800000,2.810811,5.824000,"GBP",96.055144,59.685899,21.654228,4.618036,"Overnight home session"
"0b300aa7-c0ae-4967-bfdb-1b1751219e92",1765656600494,"2025-12-13 20:10:00","Nissan Leaf","Home Charger","","Home","Home",18.400000,2.486486,5.152000,"GBP",110.672369,68.768622,16.625649,6.014803,"Overnight home session"
"9be9077f-4fb4-41ee-9e55-38ba9337c807",1768321200494,"2026-01-13 16:20:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",11.200000,0.509091,5.040000,"GBP",66.537490,41.344479,16.832616,5.940847,"Shopping stop"
"918d8b87-f5a8-446d-bfb3-d233e33b13a2",1769620200494,"2026-01-28 17:10:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",16.400000,0.745455,7.380000,"GBP",100.640743,62.535258,16.295587,6.136631,"Shopping stop"
"3f365c9b-3cb8-4858-9394-679cd41014d3",1770394800494,"2026-02-06 16:20:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",8.000000,0.066667,5.520000,"GBP",53.587024,33.297433,14.928987,6.698378,"Road trip top-up"
"5fd2f241-3636-4839-ac65-4cd53465d756",1771443600494,"2026-02-18 19:40:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",20.400000,0.927273,9.180000,"GBP",96.713557,60.095018,21.093217,4.740861,"Shopping stop"
"604481a0-42f3-4e06-844b-2d5cbfb23fb4",1770315600495,"2026-02-05 18:20:00","Nissan Leaf","Home Charger","","Home","Home",17.600000,2.378378,4.928000,"GBP",87.402275,54.309256,20.136776,4.966038,"Overnight home session"
"2f056b5c-98d1-42f4-a884-3fc33e8f2152",1774761600495,"2026-03-29 06:20:00","Nissan Leaf","Home Charger","","Home","Home",12.000000,1.621622,3.360000,"GBP",60.714881,37.726478,19.764512,5.059573,"Overnight home session"
"66323e66-8e56-4398-855b-98004948f2a6",1772975400495,"2026-03-08 13:10:00","Nissan Leaf","Home Charger","","Home","Home",14.800000,2.000000,4.144000,"GBP",98.139509,60.981064,15.080573,6.631048,"Overnight home session"
"2995eb87-41fd-480e-b957-6c7958277356",1775914800495,"2026-04-11 14:40:00","Nissan Leaf","Workplace Bay","","Office","Work",8.800000,0.800000,1.936000,"GBP",53.668377,33.347983,16.396993,6.098679,"Weekday office charging"
"b9b39f72-1871-4bb3-be82-91d21a90a93b",1776663600495,"2026-04-20 06:40:00","Nissan Leaf","Workplace Bay","","Office","Work",16.400000,1.490909,3.608000,"GBP",77.427248,48.111061,21.181174,4.721174,"Weekday office charging"
"cbe5a4fa-0c8b-4084-b961-8f6c2773ecdf",1683727800495,"2023-05-10 15:10:00","Hyundai Kona Electric","City Rapid Hub","IONITY","City Center","Rapid",23.680000,0.197333,16.339200,"GBP",135.109932,83.953420,17.526469,5.705656,"Road trip top-up"
"bc80a778-6215-445b-9348-d3074cde56f5",1684992600495,"2023-05-25 06:30:00","Hyundai Kona Electric","City Rapid Hub","IONITY","City Center","Rapid",26.880000,0.224000,18.547200,"GBP",153.410480,95.324853,17.521619,5.707235,"Road trip top-up"
"738743b5-f479-4423-9a52-cdfed9985cfa",1686381600495,"2023-06-10 08:20:00","Hyundai Kona Electric","Supermarket Point","Pod Point","Retail Park","Public",15.360000,0.698182,6.912000,"GBP",114.789599,71.326950,13.381003,7.473281,"Shopping stop"
"970e59b9-765c-42d7-9679-6f0fa50f2c3d",1686645600495,"2023-06-13 09:40:00","Hyundai Kona Electric","City Rapid Hub","IONITY","City Center","Rapid",21.760000,0.181333,15.014400,"GBP",130.484484,81.079299,16.676312,5.99653,"Road trip top-up"
"110c59b5-67cd-4e5e-9100-ebb78f0eaac6",1689782400495,"2023-07-19 17:00:00","Hyundai Kona Electric","Home Charger","","Home","Home",33.280000,4.497297,9.318400,"GBP",174.800142,108.615773,19.038886,5.252408,"Overnight home session"
"63e4031b-dee5-4775-98f7-9a35a767cd51",1688327400496,"2023-07-02 20:50:00","Hyundai Kona Electric","Workplace Bay","","Office","Work",24.320000,2.210909,5.350400,"GBP",106.425416,66.129688,22.851684,4.376045,"Weekday office charging"
